全部,#genre#
山东卫视HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
安徽卫视HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
四川卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
天津卫视HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
东南卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
河南卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
江西卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
贵州卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
海南卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
广西卫视HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225794/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
河北卫视,HD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8#http://scgctvshow.sctv.com/hdlive/emei/3.m3u8
三沙卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221227055/index.m3u8?
广东公共,http://113.93.49.156:2000/udp/239.77.0.5:5146#http://61.140.201.112:8028/udp/239.77.0.5:5146
广东新闻,http://113.93.49.156:2000/udp/239.77.0.173:5146#http://61.140.201.112:8028/udp/239.77.0.173:5146
广东珠江,http://113.93.49.156:2000/udp/239.77.0.114:5146#http://61.140.201.112:8028/udp/239.77.0.114:5146
广东影视,http://113.93.49.156:2000/udp/239.77.0.217:5146#http://61.140.201.112:8028/udp/239.77.0.217:5146
广东嘉佳卡通,http://113.93.49.156:2000/udp/239.77.0.179:5146#http://61.140.201.112:8028/udp/239.77.0.179:5146
广东少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8?#http://61.140.201.112:8028/udp/239.77.0.250:5146
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
广东综艺,http://113.93.49.156:2000/udp/239.77.1.237:5146#http://61.140.201.112:8028/udp/239.77.0.244:5146
广东经济科教,http://113.93.49.156:2000/udp/239.77.0.85:5146#http://61.140.201.112:8028/udp/239.77.0.167:5146
广东国际,http://113.93.49.156:2000/udp/239.77.0.7:5146#http://61.140.201.112:8028/udp/239.77.0.7:5146
深圳电视剧,http://113.93.49.156:2000/udp/239.77.1.7:5146#http://61.140.201.112:8028/udp/239.77.1.125:5146
深圳都市,http://113.93.49.156:2000/udp/239.77.1.34:5146#http://61.140.201.112:8028/udp/239.77.1.176:5146
深圳少儿,http://113.93.49.156:2000/udp/239.77.1.38:5146#http://61.140.201.112:8028/udp/239.77.1.244:5146
深圳娱乐,http://113.93.49.156:2000/udp/239.77.1.243:5146#http://61.140.201.112:8028/udp/239.77.1.243:5146
广州综合,http://113.93.49.156:2000/udp/239.253.43.66:5146#http://61.140.201.112:8028/udp/239.253.43.71:5146
广州新闻,http://113.93.49.156:2000/udp/239.253.43.67:5146#http://61.140.201.112:8028/udp/239.253.43.72:5146
广州影视,http://113.93.49.156:2000/udp/239.253.43.68:5146#http://61.140.201.112:8028/udp/239.253.43.73:5146
汕尾综合,http://113.93.49.156:2000/udp/239.77.0.25:5146#http://61.140.201.112:8028/udp/239.77.0.25:5146
汕尾文化,http://113.93.49.156:2000/udp/239.77.0.187:5146#http://61.140.201.112:8028/udp/239.77.0.187:5146
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8?
江苏影视,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221225937/index.m3u8
河北影視,http://27.185.1.27:8092/hls/18/index.m3u8
湖北影視,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8,cntv-hubeiyingshi
云南影视HD,http://ynxsj.7766.org:9901/tsfile/live/1003_1.m3u8
湖南电影,http://222.241.145.204:8888/udp/239.76.245.119:1234#http://124.230.56.81:55555/udp/239.76.245.119:1234#http://124.230.56.81:55555/udp/239.76.252.119:9000
湖南国际,http://222.241.145.204:8888/udp/239.76.245.124:1234#http://124.230.56.81:55555/udp/239.76.245.124:1234
湖南经视,http://222.241.145.204:8888/udp/239.76.245.116:1234#http://124.230.56.81:55555/udp/239.76.245.116:1234
湖南都市,http://222.241.145.204:8888/udp/239.76.245.117:1234#http://124.230.56.81:55555/udp/239.76.245.117:1234
湖南娱乐,http://222.241.145.204:8888/udp/239.76.245.121:1234#http://124.230.56.81:55555/udp/239.76.245.121:1234
湖南电视剧,http://222.241.145.204:8888/udp/239.76.245.118:1234#http://124.230.56.81:55555/udp/239.76.245.118:1234
湖南公共HD,http://222.241.145.204:8888/udp/239.76.245.123:1234#http://124.230.56.81:55555/udp/239.76.245.123:1234
上海东方影视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000010000032212/1.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
安徽影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
徐州影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8?
北京卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8?
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/youmankaton/yst.m3u8#http://223.110.241.213:6610/gitv/live1/G_YOUMAN/G_YOUMAN/#http://39.135.15.66:6610/PLTV/88888888/224/3221225763/1/1000.m3u8?I
炫动卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
五星体育,hhttp://zteres.sn.chinamobile.com:6060/000000001000/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
CETV-1,rhttp://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8?
CETV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8?
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8?
Newtv爱情喜剧,http://121.31.30.90:8085/ysten-business/live/aiqingxj/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/aiqingxj/yst.m3u8
Newtv古装剧场,http://121.31.30.90:8085/ysten-business/live/guzhuangjc/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/guzhuangjc/yst.m3u8
Newtv动作电影,http://121.31.30.90:8085/ysten-business/live/dongzuody/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/dongzuody/yst.m3u8
Newtv军旅剧场,http://121.31.30.90:8085/ysten-business/live/junlvjc/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/junlvjc/yst.m3u8
Newtv军事评论,http://121.31.30.90:8085/ysten-business/live/junshipl/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/junshipl/yst.m3u8
Newtv明星大片,http://121.31.30.90:8085/ysten-business/live/mingxingdp/1.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/mingxingdp/yst.m3u8
Newtv农业致富,http://121.31.30.90:8085/ysten-business/live/nongyezf/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/nongyezf/yst.m3u8
Newtv完美游戏,http://121.31.30.90:8085/ysten-business/live/wmyx/1.m3u8
Newtv精品体育,http://121.31.30.90:8085/ysten-business/live/jtiyu/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jtiyu/yst.m3u8
Newtv海外剧场,http://121.31.30.90:8085/ysten-business/live/xiqumd/1.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/xiqumd/yst.m3u8
Newtv家庭剧场,http://121.31.30.90:8085/ysten-business/live/jiatingjc/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jiatingjc/yst.m3u8
Newtv动画王国,http://121.31.30.90:8085/ysten-business/live/donghuawg/1.m3u8
Newtv精品纪录,http://121.31.30.90:8085/ysten-business/live/jingpinjl/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jingpinjl/yst.m3u8
Newtv金牌综艺,http://121.31.30.90:8085/ysten-business/live/saishijx/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/saishijx/yst.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jzongyi/yst.m3u8
Newtv惊悚悬疑,http://121.31.30.90:8085/ysten-business/live/jingsongxy/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jingsongxy/yst.m3u8
Newtv精品电影,http://121.31.30.90:8085/ysten-business/live/jdianying/1.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jdianying/yst.m3u8
Newtv精品大剧,http://121.31.30.90:8085/ysten-business/live/jdaju/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/jdaju/yst.m3u8
Newtv中国功夫,http://121.31.30.90:8085/ysten-business/live/SD-1500k-576P-gzkongfu/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
Newtv中国搏击,http://121.31.30.90:8085/ysten-business/live/SD-1500k-576P-bokesen/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/donghuawg/yst.m3u8
电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8
电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
Newtv健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/ljiankangyouyue/yst.m3u8
Newtv超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
Newtv超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
Newtv超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
Newtv超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
Newtv炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
北京体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225756/index.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
上海纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8?
北京纪实超清,
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8?
欢笑剧场4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8?
快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226805/index.m3u8?
茶频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8?
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8?
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
Newtv东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
Newtv欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8?
四川康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8?
劲爆体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8?
CGTN,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8?
CCTV发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8?
CCTV老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?
CCTV女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8?
CCTV世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8?
CCTV风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8?
CCTV风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8?
CCTV央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8?
CCTV第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8?
CCTV怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8?
CCTV兵器科教,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8?
CCTV高尔夫,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8?
CCTV央视文化,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8?
CCTV风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8?
CCTV电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8?
央视频道,#genre#
CCTV1HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV6HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV5+HD,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CGTN,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8?
CCTV发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8?
CCTV老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?
